Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
CO;GO;GOIANIA;ATLANTA COMERCIO DE DERIVADOS DE PETROLEO LTDA; 01.360.463/0001-27;PRACA FRANCISCO A DE OLIVEIRA;66;;PARQUE AMAZONIA;74465-539;GASOLINA ADITIVADA;01/06/2026;6,94;;R$ / litro;BRANCA
CO;GO;GOIANIA;POSTO DEZ LTDA; 01.135.706/0001-23;AVENIDA C12;779;QUADRA124                 LOTE  02/03/04;SETOR SUDOESTE;74305-010;GASOLINA ADITIVADA;01/06/2026;6,99;;R$ / litro;RAIZEN
CO;GO;GOIANIA;AUTO POSTO LESTE LTDA; 01.002.740/0001-20;AVENIDA ANHANGUERA;3121;;S L UNIVERSITARIO;74643-010;GASOLINA ADITIVADA;01/06/2026;6,94;;R$ / litro;IPIRANGA
CO;GO;GOIANIA;NODA & MACHADO LTDA; 00.391.924/0001-66;AVENIDA T 9;2527;QD 529 LT 8/9;JD AMERICA;74330-160;GASOLINA ADITIVADA;01/06/2026;7,17;;R$ / litro;VIBRA
CO;GO;MORRINHOS;AUTO POSTO LAMBARI LTDA; 33.318.692/0001-70;AVENIDA COUTO DE MAGALHAES;528;;CENTRO;75650-000;GASOLINA ADITIVADA;03/06/2026;6,92;;R$ / litro;BRANCA
CO;GO;RIO VERDE;AUTO POSTO VISAO LTDA; 24.864.654/0001-21;PRACA JOAQUIM DA SILVEIRA LEAO.;536;;CENTRO.;75901-060;GASOLINA ADITIVADA;01/06/2026;7,28;;R$ / litro;BRANCA
CO;GO;RIO VERDE;DECIO L13 LIMITADA; 03.194.071/0001-60;RUA GUMERCINDO FERREIRA;60;;CENTRO;75901-310;GASOLINA ADITIVADA;01/06/2026;6,89;;R$ / litro;BRANCA
CO;GO;RIO VERDE;POSTO BARRINHAS LTDA; 01.301.913/0001-00;AVENIDA JERONIMO MARTINS;4;;PARQUE BANDEIRANTE;75905-790;GASOLINA ADITIVADA;02/06/2026;6,84;;R$ / litro;ALE
CO;GO;TRINDADE;MD1 COMERCIO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO LTDA; 05.408.311/0001-08;AVENIDA SANTA MARIA;270;QD 05 LT 3/4;SETOR SUL;75380-001;GASOLINA ADITIVADA;03/06/2026;7,04;;R$ / litro;RAIZEN
CO;GO;VALPARAISO DE GOIAS;AUTO POSTO VALPARAISO LTDA; 01.143.072/0001-50; LOC TREVO 2 ETAPA VALPARAISO I;SN;;VALPARAISO;72876-241;GASOLINA ADITIVADA;02/06/2026;6,14;;R$ / litro;VIBRA
SE;MG;ALFENAS;AUTO POSTO SOUZA II LTDA. - EPP; 08.769.330/0001-58;RUA FRANCISCO MARIANO;680;;CENTRO;37130-000;GASOLINA ADITIVADA;03/06/2026;6,89;;R$ / litro;VIBRA
SE;MG;ALFENAS;VIOLETA ALFENAS AUTO POSTO LTDA; 06.329.051/0001-48;AVENIDA JOSE PAULINO DA COSTA;444;;CENTRO;37130-001;GASOLINA ADITIVADA;03/06/2026;6,70;;R$ / litro;RAIZEN
SE;MG;ALFENAS;NOSSO POSTO DE ALFENAS LTDA; 19.355.924/0001-39;AVENIDA GOVERNADOR VALADARES;896;;JARDIM SAO CARLOS;37130-001;GASOLINA ADITIVADA;03/06/2026;6,39;;R$ / litro;BRANCA
SE;MG;ALFENAS;POSTO SOUZA LTDA.; 16.652.000/0001-06;AVENIDA GOVERNADOR VALADARES;2536;;CENTRO;37130-027;GASOLINA ADITIVADA;03/06/2026;6,89;;R$ / litro;VIBRA
SE;MG;BARBACENA;POSTO MIRANDA LTDA; 19.590.280/0001-63;RUA HENRIQUE DINIZ;45;47;CENTRO;36202-370;GASOLINA ADITIVADA;01/06/2026;7,09;;R$ / litro;RAIZEN
SE;MG;BARBACENA;SOCIEDADE COMERCIAL NEVES E MIRANDA LTDA; 03.478.410/0001-30;RUA CRUZ DAS ALMAS;1295;;SAO JOSE;36205-126;GASOLINA ADITIVADA;01/06/2026;7,09;;R$ / litro;VIBRA
SE;MG;BARBACENA;GNV CABANA LTDA; 04.760.870/0001-10;RODOVIA BR 040;S/N;KM 699 - AV DAS ROSAS;CAIÇARAS;36205-666;GASOLINA ADITIVADA;01/06/2026;6,89;;R$ / litro;BRANCA
SE;MG;BETIM;POSTO ALTEROSA LTDA; 08.077.863/0001-79;AVENIDA CAMPO DE OURIQUE;1265;;JARDIM ALTEROSA;32660-000;GASOLINA ADITIVADA;04/06/2026;5,99;;R$ / litro;VIBRA
SE;MG;BETIM;POSTO GAS STATION LTDA; 66.397.852/0001-72;RUA INCONFIDENCIA;111;;CENTRO;32600-086;GASOLINA ADITIVADA;04/06/2026;6,05;;R$ / litro;BRANCA
SE;MG;BETIM;POSTO URANO LTDA; 03.588.462/0001-60;RODOVIA BR-381 FERNAO DIAS;S/N;KM    490 NORTE;SANTA CRUZ;32667-465;GASOLINA ADITIVADA;04/06/2026;5,99;;R$ / litro;VIBRA
SE;MG;BETIM;POSTO JR DE BETIM LTDA; 03.250.119/0001-00;AVENIDA JUIZ MARCO TULIO ISAAC;5605;;JD DAS ALTEROSAS;32678-460;GASOLINA ADITIVADA;04/06/2026;6,34;;R$ / litro;BRANCA
SE;MG;ALFENAS;AUTO POSTO PAULA FREITAS COM. DE COMBUSTIVEIS LTDA; 05.127.263/0001-80;RUA JOSE PARAISO;495;POSTO DE COMBUSTIVEL;RESIDENCIAL OLIVEIRA;37136-074;GASOLINA ADITIVADA;04/06/2026;6,24;;R$ / litro;BRANCA
SE;MG;CARATINGA;J MENDES DE AQUINO & CIA. LTDA; 42.978.668/0001-58;PRACA CESARIO ALVIM;80;;;35300-036;GASOLINA ADITIVADA;02/06/2026;6,49;;R$ / litro;BRANCA
SE;MG;CONGONHAS;AUTO POSTO CONGONHAS LTDA; 41.710.021/0001-88;AVENIDA JULIA KUBITSCHEK;1512;;CENTRO;36415-000;GASOLINA ADITIVADA;03/06/2026;6,79;;R$ / litro;VIBRA
SE;MG;CONTAGEM;POSTO VILA MARIA DIAS LTDA; 08.986.856/0001-90;AVENIDA BABITA CAMARGOS;1330;;CIDADE INDUSTRIAL;32210-180;GASOLINA ADITIVADA;02/06/2026;6,05;;R$ / litro;IPIRANGA
SE;MG;CONTAGEM;EMPREENDIMENTOS BRITO LIMA LTDA; 03.812.019/0004-73;AVENIDA SEVERINO BALLESTEROS;256;;GUANABARA;32145-480;GASOLINA ADITIVADA;02/06/2026;6,69;;R$ / litro;BRANCA
SE;MG;CONTAGEM;VENETO EMPREENDIMENTO COMERCIAL LTDA; 05.655.316/0001-35;AVENIDA JOAO CESAR DE OLIVEIRA;4125;;NOVO ELDORADO;32341-001;GASOLINA ADITIVADA;02/06/2026;5,97;;R$ / litro;VIBRA
SE;MG;CONTAGEM;POSTO PAULISTA LTDA; 19.791.177/0001-81;RODOVIA BR 381 KM 0600;3300;;INCONFIDENTES;32060-514;GASOLINA ADITIVADA;02/06/2026;6,24;;R$ / litro;RAIZEN
SE;MG;CONTAGEM;POSTO LABAREDA LTDA; 21.644.802/0001-04;PRACA MARILIA DE DIRCEU;90;;INCONFIDENTES;32260-220;GASOLINA ADITIVADA;02/06/2026;6,09;;R$ / litro;IPIRANGA
SE;MG;CONTAGEM;POSTO ARCO VERDE LTDA; 21.637.467/0001-17;RUA CARDEAL ARCO VERDE;909;;ELDORADINHO;32060-514;GASOLINA ADITIVADA;02/06/2026;6,67;;R$ / litro;VIBRA
SE;MG;CONTAGEM;POSTO NORTE SUL LTDA; 21.596.291/0001-00;AVENIDA OLIMPIO GARCIA;1100;;CID JD ELDORADO;32315-140;GASOLINA ADITIVADA;02/06/2026;6,19;;R$ / litro;VIBRA
SE;MG;CONTAGEM;POSTO QUATRO RODAS LTDA; 16.696.445/0001-98;AVENIDA TITO FULGENCIO;950;;JARDIM INDUSTRIAL;32215-000;GASOLINA ADITIVADA;02/06/2026;6,09;;R$ / litro;IPIRANGA
SE;MG;CONTAGEM;POSTO SUPREMO LTDA; 02.738.100/0001-45;AVENIDA PRINCESA IZABEL;320;;PARQUE RECREIO;32110-000;GASOLINA ADITIVADA;02/06/2026;6,13;;R$ / litro;IPIRANGA
SE;MG;CURVELO;POSTO PASSOS & MONTEIRO LTDA; 01.134.763/0001-98;AVENIDA ANTONIO OLINTO;1109;;CENTRO;35790-000;GASOLINA ADITIVADA;01/06/2026;6,36;;R$ / litro;IPIRANGA
SE;MG;CURVELO;CORREA & ALVARES LTDA; 19.986.041/0001-27;RODOVIA BR 135;S N;KM 182 3;VILA DE LOURDES;35790-000;GASOLINA ADITIVADA;01/06/2026;6,59;;R$ / litro;RAIZEN
SE;MG;CURVELO;MINAS CENTRAL COMERCIO E SERVICOS LTDA; 19.790.443/0001-51;RUA DESEMBARGADOR BARATA;10;;CENTRO;35790-000;GASOLINA ADITIVADA;01/06/2026;6,65;;R$ / litro;VIBRA
SE;MG;CURVELO;AUTO POSTO VIANA LTDA; 19.790.195/0001-49;AVENIDA ANTONIO OLINTO;475;;CENTRO;35790-000;GASOLINA ADITIVADA;01/06/2026;6,59;;R$ / litro;VIBRA
SE;MG;DIVINOPOLIS;POSTO LAVA JATO LTDA; 20.159.778/0001-55;RUA JK;2078;;BOM PASTOR;35500-155;GASOLINA ADITIVADA;02/06/2026;6,39;;R$ / litro;IPIRANGA
SE;MG;DIVINOPOLIS;COMERCIAL GIULIANO LIMITADA; 02.170.578/0001-11;RUA PERNAMBUCO;1200;;CENTRO;35500-008;GASOLINA ADITIVADA;04/06/2026;6,29;;R$ / litro;VIBRA
SE;MG;FORMIGA;2000 ABASTECIMENTO E SERVICOS LTDA; 03.896.246/0001-81;AVENIDA ABILIO MACHADO;300;;SAGRADO CORACAO DE JESUS;35574-348;GASOLINA ADITIVADA;02/06/2026;6,39;;R$ / litro;BRANCA
SE;MG;GOVERNADOR VALADARES;AUTO POSTO BELO VALE LTDA; 03.605.837/0001-52;AVENIDA RIO BAHIA;418;;VILA BRETAS;35030-000;GASOLINA ADITIVADA;05/06/2026;6,49;;R$ / litro;IPIRANGA
SE;MG;GOVERNADOR VALADARES;AUTO POSTO MIRANTE LTDA; 21.061.742/0001-05;AVENIDA RIO BAHIA;657;;VILA RICA;35045-410;GASOLINA ADITIVADA;05/06/2026;6,49;;R$ / litro;IPIRANGA
SE;MG;GOVERNADOR VALADARES;POSTO GRA DUQUESA LTDA; 21.582.234/0001-64;AVENIDA ITALIA;203;;GRA DUQUESA;35057-380;GASOLINA ADITIVADA;03/06/2026;6,28;;R$ / litro;ALE
SE;MG;GOVERNADOR VALADARES;LESTE COMBUSTIVEIS LTDA; 42.954.107/0001-19;AVENIDA MINAS GERAIS;1597;;NOSSA SENHORA DAS GRACAS;35060-360;GASOLINA ADITIVADA;03/06/2026;6,69;;R$ / litro;VIBRA
SE;MG;GOVERNADOR VALADARES;PETROCAR LTDA; 18.953.356/0001-05;RUA MARECHAL DEODORO;541;;CENTRO;35010-280;GASOLINA ADITIVADA;05/06/2026;6,56;;R$ / litro;VIBRA
SE;MG;GOVERNADOR VALADARES;SAGRADA FAMILIA DERIVADOS DE PETROLEO LTDA; 04.035.505/0001-42;RUA VALE FORMOSO;110;;BAIRRO VILA BRETAS;35051-520;GASOLINA ADITIVADA;05/06/2026;6,29;;R$ / litro;BRANCA
SE;MG;IPATINGA;AUTO POSTO REDE SOUZA LTDA; 05.907.822/0018-12;RUA CRISANTEMO;635;;ESPERANCA;35162-321;GASOLINA ADITIVADA;01/06/2026;6,76;;R$ / litro;VIBRA
SE;MG;IPATINGA;AUTO POSTO REDE SOUZA LTDA; 05.907.822/0001-74;RUA MORUBIXABA;40;;IGUACU;35162-097;GASOLINA ADITIVADA;01/06/2026;6,76;;R$ / litro;VIBRA
SE;MG;IPATINGA;AP MAGALHAES & CIA LTDA; 21.027.537/0005-49;RUA GASPAR LEMOS;61;;BOM RETIRO;35160-227;GASOLINA ADITIVADA;01/06/2026;6,66;;R$ / litro;VIBRA
SE;MG;IPATINGA;AUTO POSTO BETEL LTDA - EPP; 02.933.359/0001-47;AVENIDA MONTEIRO LOBATO;730;;CIDADE NOBRE;35162-394;GASOLINA ADITIVADA;01/06/2026;6,66;;R$ / litro;VIBRA
SE;MG;ITAJUBA;AUTO POSTO INDUSTRIAL DE ITAJUBA LTDA; 01.457.421/0001-09;AVENIDA POCOS DE CALDAS;506;;SANTOS DUMONT;37504-126;GASOLINA ADITIVADA;02/06/2026;6,55;;R$ / litro;VIBRA
SE;MG;ITAJUBA;POSTO RIBEIRO GOULART LTDA; 03.250.598/0001-65;AVENIDA DR. VICENTE SANCHES;22;;VARGINHA;37501-082;GASOLINA ADITIVADA;03/06/2026;6,89;;R$ / litro;RAIZEN
SE;MG;ITAJUBA;POSTO LEAO DO SUL LTDA; 66.425.133/0001-18;AVENIDA PADRE LOURENÇO DA COSTA;2252;;NOSSA SENHORA DE FATIMA;37500-000;GASOLINA ADITIVADA;03/06/2026;6,40;;R$ / litro;IPIRANGA
SE;MG;ITAJUBA;BOA VISTA AUTO POSTO LTDA; 01.507.200/0001-06;AVENIDA SILVESTRE ANTONIO JUNQUEIRA FERRAZ;45;;BOA VISTA;37505-127;GASOLINA ADITIVADA;02/06/2026;6,89;;R$ / litro;RAIZEN
SE;MG;ITAUNA;CENTER POSTO LTDA; 02.470.627/0002-12;RUA QUINZE DE NOVEMBRO;1526;;PIEDADE;35680-258;GASOLINA ADITIVADA;05/06/2026;6,39;;R$ / litro;VIBRA
SE;MG;ITAUNA;ORGANIZACAO COMERCIAL GUIMARAES LTDA; 21.254.958/0004-21;RUA JOAQUIM TAVARES;120;LOJA 04;VILA TAVARES;35680-073;GASOLINA ADITIVADA;01/06/2026;6,79;;R$ / litro;IPIRANGA
SE;MG;ITAUNA;ORGANIZACAO COMERCIAL GUIMARAES LTDA; 21.254.958/0005-02;AVENIDA JOVE SOARES;845;;CENTRO;35680-352;GASOLINA ADITIVADA;01/06/2026;6,79;;R$ / litro;IPIRANGA
SE;MG;ITAUNA;CENTER POSTO LTDA; 02.470.627/0001-31;RUA ZEZE LIMA;325;;CENTRO;35680-045;GASOLINA ADITIVADA;02/06/2026;6,39;;R$ / litro;VIBRA
SE;MG;ITUIUTABA;IRMAOS MIGUEL RODRIGUES LTDA; 21.308.861/0001-01;RUA TRINTA E SEIS;382;;PROGRESSO;38302-008;GASOLINA ADITIVADA;02/06/2026;6,29;;R$ / litro;BRANCA
SE;MG;ITUIUTABA;COMERCIAL GARDENIA LTDA; 17.190.588/0001-96;AVENIDA GOVERNADOR JOSE DE MAGALHAES PINTO;112;;GARDENIA;38301-078;GASOLINA ADITIVADA;02/06/2026;6,52;;R$ / litro;RAIZEN
SE;MG;JANAUBA;POSTO 7 COMBUSTIVEIS LIMITADA; 18.377.101/0001-41;AVENIDA MANOEL ATAIDE;120;;CENTRO;39440-001;GASOLINA ADITIVADA;03/06/2026;7,59;;R$ / litro;VIBRA
SE;MG;JANUARIA;LUBRIFICANTES PIONEIRO LTDA; 71.171.987/0001-55;AVENIDA CONEGO RAMIRO LEITE;699;;CENTRO;39480-000;GASOLINA ADITIVADA;01/06/2026;6,69;;R$ / litro;VIBRA
SE;MG;JOAO MONLEVADE;POSTO LULU LTDA; 20.820.890/0001-95;RODOVIA BR 262;S/N;KM 108;CRUZEIRO CELESTE;35931-156;GASOLINA ADITIVADA;01/06/2026;6,89;;R$ / litro;RAIZEN
SE;MG;JOAO MONLEVADE;POSTO LONGANA LTDA; 00.067.750/0001-80;AVENIDA WILSON ALVARENGA;4;;BELMONTE;35930-292;GASOLINA ADITIVADA;01/06/2026;6,79;;R$ / litro;VIBRA
SE;MG;JOAO MONLEVADE;TNE COMBUSTIVEIS CASTELINHO LTDA; 24.235.038/0001-01;AVENIDA GETULIO VARGAS;3508;;BELMONTE;35930-293;GASOLINA ADITIVADA;01/06/2026;6,63;;R$ / litro;BRANCA
SE;MG;JOAO MONLEVADE;POSTO BARROCAR LTDA; 05.089.655/0001-00;AVENIDA WILSON ALVARENGA;1732;;CARNEIRINHOS;35930-480;GASOLINA ADITIVADA;01/06/2026;6,79;;R$ / litro;VIBRA
SE;MG;JOAO PINHEIRO;AUTO POSTO RDG LTDA; 08.418.219/0001-17;RODOVIA BR 040;S/N;KM 143;MARIA JOSE DE PAULA;38770-000;GASOLINA ADITIVADA;02/06/2026;6,52;;R$ / litro;VIBRA
SE;MG;JUIZ DE FORA;AUTO POSTO TERRA BRASILIS LTDA; 04.919.589/0001-87;RUA JOSE LOURENCO;175;LOTE  20;SAO PEDRO;36037-460;GASOLINA ADITIVADA;02/06/2026;6,89;;R$ / litro;VIBRA
SE;MG;JUIZ DE FORA;AUTO POSTO PETROGAS LTDA; 03.862.967/0001-70;AVENIDA JUSCELINO KUBISTSCHEK;6000;;BENFICA;36081-000;GASOLINA ADITIVADA;01/06/2026;6,87;;R$ / litro;VIBRA
SE;MG;JUIZ DE FORA;POSTO ECO LTDA; 03.845.434/0001-80;AVENIDA GARCIA RODRIGUES PAES;12515;"LOTE: 21 QD A;";INDUSTRIAL;36081-500;GASOLINA ADITIVADA;01/06/2026;6,87;;R$ / litro;IPIRANGA
SE;MG;JUIZ DE FORA;TOP CENTRO COMERCIO DE COMBUSTIVEIS LTDA; 18.885.459/0001-85;RUA BARBOSA LIMA;113;;CENTRO;36010-050;GASOLINA ADITIVADA;02/06/2026;6,89;;R$ / litro;VIBRA
SE;MG;JUIZ DE FORA;AUTO POSTO AEROPORTO LTDA; 00.587.496/0001-41;RUA DR. DEUSDEDITH SALGADO;2020;;TEIXEIRAS;36033-000;GASOLINA ADITIVADA;02/06/2026;6,87;;R$ / litro;VIBRA
SE;MG;LAVRAS;AUTO POSTO SKINÃO LTDA; 19.638.998/0001-82;RUA FRANCISCO DE ANDRADE;192;;CENTRO;37200-000;GASOLINA ADITIVADA;01/06/2026;6,74;;R$ / litro;IPIRANGA
SE;MG;LAVRAS;AUTO POSTO MAIS LTDA; 05.999.998/0001-01;RUA JOAO MODESTO;128;;CENTRO;37200-000;GASOLINA ADITIVADA;01/06/2026;6,36;;R$ / litro;RAIZEN
SE;MG;LAVRAS;AUTO POSTO PREMIUM LTDA; 05.725.402/0001-77;RUA RUI BARBOSA;70;;CENTRO;37200-000;GASOLINA ADITIVADA;01/06/2026;5,95;;R$ / litro;BRANCA
SE;MG;LAVRAS;JUNQUEIRA & SAMIA POSTO DE COMBUSTIVEIS LTDA; 00.493.641/0001-25;AVENIDA DR. SILVIO MENICUCCI;1877;;N.S.DO LIBANO;37200-000;GASOLINA ADITIVADA;01/06/2026;6,59;;R$ / litro;VIBRA
SE;MG;LAVRAS;AUTO POSTO LAVRAS SHELL LTDA; 01.280.937/0001-20;AVENIDA DOUTOR SILVIO MENICUCCI;200;0;VILA ESTER;37200-000;GASOLINA ADITIVADA;01/06/2026;6,84;;R$ / litro;RAIZEN
SE;MG;MONTES CLAROS;COMERCIAL SALQUER LIMITADA; 22.680.979/0001-29;AVENIDA GERALDO ATHAYDE;112;;CENTRO;39400-292;GASOLINA ADITIVADA;02/06/2026;6,55;;R$ / litro;RAIZEN
SE;MG;MONTES CLAROS;POSTO JOAO ALVES LTDA; 07.259.850/0001-58;AVENIDA DAS AMERICAS;50;;DOUTOR JOAO ALVES;39400-612;GASOLINA ADITIVADA;05/06/2026;6,55;;R$ / litro;BRANCA
SE;MG;MONTES CLAROS;MARQUESA AUTO SERVICOS LTDA; 03.742.141/0002-59;AVENIDA GERALDO ATHAYDE;745;;ALTO SÃO JOÃO;39400-292;GASOLINA ADITIVADA;02/06/2026;6,35;;R$ / litro;ALE
SE;MG;MONTES CLAROS;PETROLEO MONTES CLAROS LTDA.; 04.588.291/0001-31;RUA SILVIO TEIXEIRA;46;;SAO JOSE;39400-354;GASOLINA ADITIVADA;02/06/2026;6,35;;R$ / litro;VIBRA
SE;MG;MONTES CLAROS;J.J DERIVADOS DE PETROLEO LTDA; 03.529.503/0001-47;AVENIDA CORONEL LUIZ MAIA;560;A;CINTRA;39401-486;GASOLINA ADITIVADA;05/06/2026;6,38;;R$ / litro;VIBRA
SE;MG;MONTES CLAROS;CEMA CENTRAL MINEIRA ATACADISTA LTDA; 03.083.231/0006-09;AVENIDA DULCE SARMENTO;1320;;VILA NAZARETH;39401-485;GASOLINA ADITIVADA;02/06/2026;6,34;;R$ / litro;VIBRA
SE;MG;OLIVEIRA;RODOPOSTO OLIVEIRA LTDA; 05.333.717/0001-79;RODOVIA BR 381;S/N;KM    611.6;PERIMETRO DE EXPANSAO URBANA;35540-000;GASOLINA ADITIVADA;02/06/2026;6,79;;R$ / litro;BRANCA
SE;MG;OURO PRETO;AUTO POSTO DAS LAJES LTDA; 03.543.109/0001-63;RUA CONSELHEIRO QUINTILIANO;305;;LAJES;35400-000;GASOLINA ADITIVADA;05/06/2026;6,55;;R$ / litro;VIBRA
SE;MG;PARA DE MINAS;AUTO POSTO IRMAOS MELGACO LTDA; 08.538.103/0001-11;AVENIDA PRESIDENTE VARGAS;500;;DONA TUNICA;35661-000;GASOLINA ADITIVADA;02/06/2026;8,25;;R$ / litro;VIBRA
SE;MG;PARA DE MINAS;POSTO PARA LTDA; 02.681.911/0001-57;RUA PADRE LIBERIO;1000;;JK;35660-180;GASOLINA ADITIVADA;02/06/2026;6,39;;R$ / litro;VIBRA
SE;MG;PARA DE MINAS;AUTO POSTO MR LTDA; 05.835.706/0001-97;AVENIDA PROFESSOR MELLO CANCADO;521;;SAO JOSE;35660-573;GASOLINA ADITIVADA;02/06/2026;6,55;;R$ / litro;IPIRANGA
SE;MG;PARA DE MINAS;POSTO J H S LTDA; 04.510.593/0001-97;RUA JOAO DO NETO;220;POSTO;CENTRO;35660-043;GASOLINA ADITIVADA;02/06/2026;6,79;;R$ / litro;ALE
SE;MG;PARA DE MINAS;POSTOS PMG - PARA DE MINAS LTDA; 01.569.818/0001-92;AVENIDA OVIDIO DE ABREU;16;;VILA LARA;35660-970;GASOLINA ADITIVADA;02/06/2026;6,52;;R$ / litro;BRANCA
SE;MG;PARA DE MINAS;AUTO POSTO ALMEIDA LTDA; 19.657.402/0001-91;AVENIDA PRESIDENTE VARGAS;892;;SAO FRANCISCO;35661-000;GASOLINA ADITIVADA;02/06/2026;6,68;;R$ / litro;RAIZEN
SE;MG;PARA DE MINAS;COMÉRCIO RODRIGUES E FARIA LTDA; 86.539.590/0001-40;RUA PEQUI;700; ;SANTOS DUMONT;35660-308;GASOLINA ADITIVADA;02/06/2026;6,49;;R$ / litro;VIBRA
SE;MG;PARACATU;POSTO PARACATU LTDA; 07.830.113/0001-63;RODOVIA BR 040 KM 40,6;20;;AMOREIRAS II;38600-001;GASOLINA ADITIVADA;03/06/2026;6,70;;R$ / litro;IPIRANGA
SE;MG;PARACATU;AUTO POSTO PORTAL DE MINAS LTDA; 07.355.400/0001-69;RODOVIA PRESIDENTE JUSCELINO KUBITSCHEK;25;SALA  25;AMOREIRAS I;38600-442;GASOLINA ADITIVADA;03/06/2026;6,53;;R$ / litro;ALE
SE;MG;PARACATU;POSTO PRESIDENTE LTDA; 23.158.736/0001-98;AVENIDA OLEGARIO MACIEL;391;;CENTRO;38600-210;GASOLINA ADITIVADA;03/06/2026;6,44;;R$ / litro;IPIRANGA
SE;MG;PARACATU;POSTO CRUZEIRO LTDA; 23.154.446/0001-76;RODOVIA PRESIDENTE JUSCELINO KUBITSCHEK;1100;;ALTO DO CORREGO;38606-000;GASOLINA ADITIVADA;03/06/2026;6,67;;R$ / litro;RAIZEN
SE;MG;PASSOS;AUTO POSTO SILVA & OLIVEIRA LTDA; 08.892.406/0001-38;RUA DOS COMERCIANTES;1010;;MONSENHOR MESSIAS;37901-216;GASOLINA ADITIVADA;04/06/2026;6,74;;R$ / litro;RAIZEN
SE;MG;PASSOS;POSTO DA MODA COMERCIO DE COMBUSTIVEIS LTDA; 07.553.011/0001-48;AVENIDA COMENDADOR FRANCISCO AVELINO MAIA;2342;;CENTRO;37900-005;GASOLINA ADITIVADA;04/06/2026;6,39;;R$ / litro;BRANCA
SE;MG;PASSOS;AUTO POSTO PIANTINO LTDA.; 07.516.884/0001-80;AVENIDA COMENDADOR FRANCISCO AVELINO MAIA;3682;;JD. PROGRESSO;37900-000;GASOLINA ADITIVADA;04/06/2026;6,29;;R$ / litro;BRANCA
SE;MG;PATROCINIO;PATROCINIO PETROLEO E PECAS LTDA; 86.494.242/0001-02;AVENIDA RUI BARBOSA;1860;;SAO JUDAS TADEU;38740-001;GASOLINA ADITIVADA;03/06/2026;7,19;;R$ / litro;RAIZEN
SE;MG;PATROCINIO;POSTO SERRA NEGRA LTDA; 20.768.354/0001-98;AVENIDA FARIA PEREIRA;3919;;INDUSTRIAL;38740-514;GASOLINA ADITIVADA;03/06/2026;7,09;;R$ / litro;IPIRANGA
SE;MG;PATROCINIO;POSTO E RESTAURANTE JAMAICA LTDA; 18.986.315/0001-15;AVENIDA FARIA PEREIRA;1399;;VILA CONSTANTINO;38740-001;GASOLINA ADITIVADA;03/06/2026;6,99;;R$ / litro;IPIRANGA
SE;MG;PATROCINIO;AUTO POSTO SAO FRANCISCO LTDA; 04.171.017/0001-62;AVENIDA JACINTO BARBOSA;929;;SAO FRANCISCO;38742-038;GASOLINA ADITIVADA;03/06/2026;6,49;;R$ / litro;BRANCA
SE;MG;PATROCINIO;AUTO POSTO ROTA DO SOL LTDA; 01.939.996/0001-68;AVENIDA RUI BARBOSA;2205;;SAO BENEDITO;38740-001;GASOLINA ADITIVADA;03/06/2026;6,49;;R$ / litro;BRANCA
SE;MG;POCOS DE CALDAS;AUTO POSTO REKAR LTDA.; 07.341.138/0001-01;RUA CEL. VIRIGILIO SILVA;1578;;VILA NOVA;37701-103;GASOLINA ADITIVADA;02/06/2026;6,69;;R$ / litro;IPIRANGA
SE;MG;POCOS DE CALDAS;MANTOVANI & MANTOVANI 1 LTDA; 07.543.490/0001-11;AVENIDA JOAO PINHEIRO;5638;;BORTOLAN NORTE I;37704-392;GASOLINA ADITIVADA;01/06/2026;6,49;;R$ / litro;BRANCA
SE;MG;POCOS DE CALDAS;POSTO ESTADIO LTDA; 64.206.469/0001-64;AVENIDA SILVIO MONTEIRO DOS SANTOS;200;;VILA CASCATA DAS ANTAS;37704-369;GASOLINA ADITIVADA;01/06/2026;6,75;;R$ / litro;IPIRANGA
SE;MG;POCOS DE CALDAS;POSTO NOSSA SENHORA APARECIDA LTDA; 23.649.825/0001-37;RUA MARECHAL DEODORO;519;;CENTRO;37701-014;GASOLINA ADITIVADA;02/06/2026;6,89;;R$ / litro;VIBRA
SE;MG;POCOS DE CALDAS;INFANTE & PATRICIO LTDA; 21.385.968/0002-34;AVENIDA SANTO ANTONIO;497;;CASCATINHA;37701-036;GASOLINA ADITIVADA;01/06/2026;6,69;;R$ / litro;IPIRANGA
SE;MG;SAO JOAO DEL REI;AGOSTINI COMERCIO E TRANSPORTE DE PETROLEO LTDA; 02.309.786/0001-59;AVENIDA REI TOME PORTES DEL REI;511;;MATOZINHOS;36305-058;GASOLINA ADITIVADA;01/06/2026;7,09;;R$ / litro;RAIZEN
SE;MG;SAO SEBASTIAO DO PARAISO;JACARE AUTO POSTO LTDA; 20.423.562/0001-55;AVENIDA OLIVEIRA REZENDE;1016;;CENTRO;37950-000;GASOLINA ADITIVADA;02/06/2026;6,69;;R$ / litro;IPIRANGA
